ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
ID9TyyBcz,2017-01-10 21:46:43,6527229,591349,904,26391770,b,Edge,,0
IDJtK7Syl,2017-01-14 11:13:49,5710334,58734,904,74363610,b,Safari,,0
IDBJME9Ej,2017-01-15 09:33:46,8093770,154020,904,74363610,b,,Tablet,0
IDkXBtp0g,2017-01-15 17:53:25,8679759,724281,904,26391770,b,Edge,Tablet,0
IDbaGTVbJ,2017-01-12 02:10:04,42764,592505,904,2050923,c,Google Chrome,Mobile,1
IDJW4J58Y,2017-01-17 14:56:27,4012290,964915,904,58604466,a,IE,Mobile,0
ID6kdHxev,2017-01-17 10:26:59,,592468,904,94350426,c,Edge,Tablet,0
IDQ2i9H9b,2017-01-12 10:14:15,8826891,911833,904,20301556,a,Edge,Tablet,0
IDEDTigFP,2017-01-11 06:29:43,537569,253260,904,74363610,b,Firefox,Mobile,0
IDJecuEkC,2017-01-16 10:53:29,8291855,208099,904,74363610,f,Mozilla Firefox,Desktop,0
ID7BOyL6m,2017-01-12 14:43:38,6365542,386840,904,74363610,b,Edge,Tablet,0
IDGOV6HwA,2017-01-12 06:25:13,6582529,845837,904,94350426,b,Firefox,Mobile,0
ID6Mp0RhQ,2017-01-11 03:41:47,4750310,514551,904,16340250,b,Internet Explorer,Tablet,0
IDBtagS61,2017-01-14 13:38:00,8727683,303536,904,29916445,b,Firefox,Mobile,0
IDQQHiL4u,2017-01-13 17:27:02,6557382,622848,904,94350426,a,Firefox,Mobile,0
IDNyzDUD6,2017-01-14 16:37:54,1474704,948740,904,94350426,b,,Tablet,0
ID56tWTBG,2017-01-17 11:44:25,5537699,636801,904,29916445,e,Edge,Tablet,0
IDF6PLXgA,2017-01-18 09:14:20,2595132,215690,904,72297026,e,Firefox,Mobile,0
IDbrUeuQt,2017-01-14 13:16:50,,281839,904,94350426,c,Edge,Tablet,0
IDXTvUGl2,2017-01-14 15:36:21,3380839,224592,904,20301556,d,Firefox,Mobile,0
ID9ySAZSX,2017-01-20 02:42:16,7581315,340683,904,26391770,b,Safari,Tablet,0
IDfKCLtjS,2017-01-12 12:49:01,7480467,729727,904,74363610,a,Firefox,Mobile,0
IDyEaGIrT,2017-01-16 15:54:09,9819947,593739,904,29916445,a,Firefox,Mobile,0
IDcSsLMiN,2017-01-19 16:50:17,3130085,369198,904,26391770,a,Internet Explorer,Tablet,0
IDIOBAhR7,2017-01-14 13:33:57,6711000,542220,904,26391770,a,Firefox,Mobile,0
ID5SGyJ1x,2017-01-13 12:23:47,,409558,904,20301556,b,Firefox,Mobile,0
IDFsQQYJH,2017-01-18 10:31:00,2860210,782047,904,94350426,d,Chrome,Desktop,0
IDed3yG30,2017-01-11 16:17:13,8666445,208992,904,58604466,a,Mozilla,,0
IDSUR0EoB,2017-01-16 08:54:14,9509752,801735,904,74363610,d,Google Chrome,Mobile,1
IDbgEUnpE,2017-01-18 17:14:42,181072,223309,904,26391770,a,Mozilla Firefox,,0
IDefTp9U7,2017-01-19 02:11:36,3300410,4156,904,94350426,a,Chrome,Desktop,0
IDBryk7AF,2017-01-16 06:49:21,8352893,58535,904,26391770,b,Mozilla Firefox,Desktop,0
IDS8LdLg9,2017-01-10 11:13:12,4418615,591349,904,26391770,f,Edge,Tablet,0
IDCKyqDGH,2017-01-11 20:00:24,1915844,384917,904,74363610,f,Mozilla Firefox,Desktop,0
IDO8eixPC,2017-01-14 16:20:34,4540802,892581,904,74363610,f,Edge,,0
IDJAFF9tr,2017-01-13 09:47:46,1301274,887356,904,74363610,b,Edge,Tablet,0
IDFrXdsVQ,2017-01-10 16:01:48,7703537,981971,904,2050923,b,Internet Explorer,Tablet,0
ID3GjUy2z,2017-01-17 09:29:28,9272379,530485,904,29916445,a,Firefox,,0
ID7IzD36n,2017-01-12 16:33:05,3793060,406978,904,58604466,c,Mozilla Firefox,Desktop,0
IDPEdGtsM,2017-01-17 11:12:34,5368408,755489,904,29916445,b,Internet Explorer,,0
IDLbVflG1,2017-01-11 13:09:21,2047016,303536,904,29916445,b,Edge,Tablet,0
IDGtcw6HU,2017-01-11 15:25:37,6207567,884469,904,26391770,d,Edge,Tablet,0
IDiwyRc6y,2017-01-14 16:45:54,3655345,243055,904,58604466,f,Chrome,Desktop,0
IDNWvkBnu,2017-01-16 14:21:10,6774853,463498,904,26391770,f,InternetExplorer,Desktop,0
IDFp2A8XR,2017-01-12 18:23:02,,159006,904,58604466,c,Opera,Mobile,0
IDiXNfnMK,2017-01-20 19:57:02,5315159,591349,904,26391770,e,Firefox,Mobile,0
IDBr8JEai,2017-01-11 14:27:45,9655925,780102,904,2050923,a,Edge,Tablet,0
IDOlY0lRm,2017-01-18 16:11:28,7564222,55255,904,26391770,d,Mozilla Firefox,Desktop,0
IDQ8DYWXT,2017-01-18 14:44:15,5417874,970246,904,26391770,b,Mozilla Firefox,,0
IDdyUjDb7,2017-01-19 06:55:04,,960886,904,58604466,d,Firefox,,0
IDVnRU0Cu,2017-01-11 04:19:11,6606740,612787,904,74363610,b,Firefox,Mobile,0
IDlV8Hhjs,2017-01-15 08:29:38,885193,126157,904,26391770,e,Edge,Tablet,0
IDb3ySV8E,2017-01-18 10:01:01,4782754,419579,904,26391770,e,Firefox,,0
IDuwdNQpd,2017-01-13 09:40:30,8791246,657721,904,74363610,b,Edge,Tablet,0
IDPQRWpZg,2017-01-19 13:43:43,3631364,231435,904,26391770,b,Firefox,Mobile,0
IDimQSpOc,2017-01-12 17:34:39,4339719,845837,904,94350426,a,Chrome,Desktop,0
IDHeR52Yd,2017-01-14 11:57:02,9947982,90483,904,74363610,b,InternetExplorer,Desktop,0
ID7sYvqLu,2017-01-14 13:27:33,4437743,242140,904,74363610,a,Firefox,Mobile,0
IDIrH2rch,2017-01-13 10:03:30,7218386,967931,904,74363610,b,Edge,Tablet,0
IDy4J5hv6,2017-01-20 04:37:39,6941335,204215,904,94350426,b,Mozilla,Desktop,0
IDoElPcf2,2017-01-10 13:51:30,3273173,167127,904,2050923,a,Edge,Tablet,0
IDXZkfD0s,2017-01-15 16:33:11,137360,890364,904,29916445,e,Firefox,Mobile,0
IDJak9ikt,2017-01-20 17:58:03,4176641,645285,904,2050923,b,InternetExplorer,Desktop,0
IDYAe0x27,2017-01-18 15:40:05,9433255,305072,904,26391770,b,Edge,Tablet,0
IDwEf1YY5,2017-01-17 22:16:09,1580040,64449,904,26391770,b,Mozilla,Desktop,0
ID9Oda0v5,2017-01-11 06:40:25,537569,94120,904,74363610,b,Firefox,Mobile,0
IDgRuQmhH,2017-01-16 02:10:21,7669949,5552,904,29916445,b,Firefox,Mobile,0
IDABPiHQ9,2017-01-12 17:34:40,2623853,146727,904,74363610,e,Firefox,Mobile,0
IDICfFNHd,2017-01-17 10:29:20,749228,337932,904,26391770,f,Firefox,Mobile,0
ID9ClTE4u,2017-01-15 13:48:21,,65770,904,74363610,b,Mozilla Firefox,Desktop,0
IDYVHUook,2017-01-19 03:44:09,2429286,652245,904,26391770,a,,Desktop,0
IDAIXWofJ,2017-01-12 09:02:37,293148,266213,904,74363610,f,Edge,,0
IDHrkvV04,2017-01-16 10:52:51,1345566,392349,904,26391770,b,Edge,,0
IDACIhen0,2017-01-11 06:30:04,338936,324966,904,26391770,a,Chrome,Desktop,0
IDWUUujI9,2017-01-12 17:27:18,,40719,904,74363610,b,InternetExplorer,Desktop,0
IDp8OfTl6,2017-01-12 19:57:41,1642043,924419,904,74363610,a,Google Chrome,,0
IDEAWlFUb,2017-01-16 10:34:29,1345566,148522,904,94350426,a,Edge,Tablet,0
IDFoxKbV2,2017-01-13 13:39:17,311297,876702,904,58604466,b,Edge,Tablet,0
IDrDSwVzq,2017-01-10 06:36:27,4897044,454958,904,2050923,a,Edge,Tablet,0
IDHp8Go2i,2017-01-17 07:37:26,8144349,194484,904,29916445,a,Google Chrome,Mobile,0
IDk0Cj0Te,2017-01-12 12:56:03,6431040,111363,904,29916445,e,InternetExplorer,Desktop,0
IDe9zsMbY,2017-01-11 16:42:03,4863685,333358,904,74363610,a,Google Chrome,Mobile,0
IDCI2Nro7,2017-01-11 18:00:42,7238068,162752,904,58604466,e,Edge,,0
IDXtG1U4T,2017-01-18 13:53:47,8265878,899554,904,26391770,e,Firefox,Mobile,0
IDlc67NKx,2017-01-13 13:19:14,5258936,312952,904,74363610,e,Mozilla,Desktop,0
IDFxjtY4G,2017-01-20 10:51:43,8698439,824161,904,58604466,e,,Desktop,0
IDtCokESA,2017-01-12 20:04:27,4244920,206746,904,58604466,e,Firefox,Mobile,0
IDElwCW3C,2017-01-16 10:59:28,7968906,64118,904,74363610,b,Firefox,Mobile,0
IDXx2AcXx,2017-01-13 06:18:18,1577630,612787,904,74363610,c,Edge,Tablet,0
IDs9PGR2C,2017-01-11 11:45:19,201141,704931,904,20301556,d,Firefox,Mobile,0
ID9hG7JSh,2017-01-18 17:12:40,4176641,964915,904,58604466,a,IE,Mobile,0
IDrsU8peB,2017-01-14 14:58:47,1380365,781531,904,74363610,a,Firefox,Mobile,0
IDjGovvGM,2017-01-13 14:16:19,,582590,904,29916445,e,Firefox,Mobile,0
ID5vhC0LD,2017-01-20 10:52:13,8698439,444441,904,58604466,a,Mozilla,Desktop,0
IDwYiFcZ8,2017-01-20 08:04:04,4151008,686054,904,26391770,e,Firefox,Mobile,0
IDtlgNGuF,2017-01-16 16:19:13,8512815,638912,904,26391770,a,Firefox,,0
IDTBh9WRv,2017-01-18 15:30:54,181072,219923,904,26391770,a,Edge,Tablet,0
IDTcPh0zi,2017-01-19 19:57:37,7007059,270697,904,26391770,a,Edge,Tablet,0
IDHpasgBR,2017-01-11 11:37:25,7547296,921202,904,94350426,a,Edge,Tablet,0
IDAcEGfuO,2017-01-16 10:38:48,1345566,852118,904,94350426,e,Firefox,Mobile,0
IDi9WcNoh,2017-01-12 12:56:03,6431040,622848,904,94350426,a,Safari,Tablet,0
IDSCcAn5f,2017-01-11 10:33:28,4772544,843837,904,2050923,b,Firefox,Mobile,0
IDAmqeyJq,2017-01-12 10:10:08,5463096,5552,904,29916445,f,Mozilla,Desktop,0
IDeoYvsRQ,2017-01-15 12:40:34,7572869,802184,989,83175152,a,Google Chrome,Mobile,0
IDbkIC0tj,2017-01-17 12:29:05,,225218,989,55358028,b,,Desktop,0
ID6EmqgUd,2017-01-14 14:59:19,4125082,408000,989,29916445,b,Edge,Tablet,0
IDidpN7r6,2017-01-18 14:57:48,623838,538709,989,54526992,b,Edge,Tablet,0
IDBYRf0iM,2017-01-20 14:02:18,5837727,530698,989,55358028,a,,,0
ID8P4OhhM,2017-01-17 15:15:48,7171883,298637,989,58604466,b,InternetExplorer,,0
IDjMCruRN,2017-01-20 13:49:06,5677000,380438,989,83175152,f,Firefox,Mobile,0
IDiZRoHbP,2017-01-17 11:24:41,8137270,984221,989,74868704,e,Edge,Tablet,0
IDIDu30YT,2017-01-11 14:55:04,7869018,148431,989,55358028,b,Edge,Tablet,0
IDFoVxuHn,2017-01-16 16:13:44,,449910,989,55358028,c,InternetExplorer,Desktop,1
ID5uwKEh7,2017-01-17 08:00:54,9693957,495236,989,29916445,b,IE,Mobile,0
IDi96dXa3,2017-01-13 14:39:42,,548172,989,20301556,e,Mozilla,Desktop,0
IDJ9gJbup,2017-01-12 12:43:45,6100488,411014,989,83175152,b,Google Chrome,Mobile,0
IDAQ7CjVD,2017-01-17 05:44:57,2261041,493016,989,29916445,e,Mozilla,Desktop,0
IDKUcbdUM,2017-01-12 10:00:56,9057226,549422,989,20301556,e,Firefox,Mobile,0
IDSMghdtN,2017-01-14 10:07:22,1890019,469840,989,20301556,b,Edge,Tablet,0
IDGwHMeQo,2017-01-14 11:01:35,9682132,573155,989,7122654,a,Internet Explorer,Tablet,0
ID6eJP7AJ,2017-01-19 17:59:19,8202532,928399,989,58604466,b,Firefox,Mobile,0
ID0OdoWSQ,2017-01-12 17:26:26,,846131,989,7122654,f,InternetExplorer,Desktop,0
IDFjFEOqc,2017-01-11 13:14:21,1230944,240928,989,20301556,b,Mozilla,Desktop,0
IDvuDmFOJ,2017-01-20 13:18:42,7589780,364464,989,74868704,c,InternetExplorer,,0
IDcHNoXkE,2017-01-20 13:38:12,2031183,530698,989,55358028,e,Firefox,Mobile,0
ID2bg8oFC,2017-01-11 19:38:26,,258253,989,55358028,b,Mozilla Firefox,Desktop,0
IDoViwvMf,2017-01-11 18:52:14,5516961,695374,989,29916445,b,IE,Mobile,0
IDVFLqxfl,2017-01-12 17:24:38,,178485,989,7122654,e,Edge,Tablet,0
ID7LAPDZK,2017-01-12 10:09:36,9057226,279102,989,16340250,e,Firefox,Mobile,0
ID5aHyutp,2017-01-20 11:07:56,5657779,747333,989,58604466,b,Edge,Tablet,0
IDgMvEkyZ,2017-01-18 13:42:02,7790864,229528,989,51545768,b,Edge,,0
IDAXfrvN8,2017-01-11 13:09:15,4448494,900922,989,26391770,b,Mozilla Firefox,Desktop,0
IDEfAk5AE,2017-01-20 13:30:11,4012156,920833,989,29624796,a,Firefox,Mobile,0
IDjyrkgK8,2017-01-14 14:46:56,1742128,704953,989,58604466,a,Mozilla Firefox,Desktop,0
IDvo7IdV6,2017-01-20 11:41:11,5260980,279102,989,16340250,f,Firefox,,0
IDhUH0MMZ,2017-01-13 14:39:42,1404102,163293,989,20301556,d,Mozilla,Desktop,0
IDHcRXxIw,2017-01-16 19:27:23,5414689,719377,989,64322853,b,Mozilla,,0
IDlS9V58f,2017-01-16 17:51:19,9157296,647078,989,29916445,f,Firefox,Mobile,0
IDvnpPiZy,2017-01-15 08:15:33,1743743,916582,989,29916445,b,,Mobile,0
IDXbHZHdP,2017-01-20 14:15:19,,797744,989,55358028,b,Firefox,,0
IDfVXB5zC,2017-01-13 14:12:47,1814725,833926,989,29916445,a,Firefox,Mobile,0
IDB1ywhzi,2017-01-14 15:08:47,4707372,552800,989,7122654,c,Google Chrome,Mobile,1
IDkTdIHOS,2017-01-17 11:18:44,,851997,989,55358028,d,InternetExplorer,Desktop,0
IDD58Qu50,2017-01-13 15:20:09,8673726,310442,989,29916445,e,,Tablet,0
IDnbYZvbZ,2017-01-14 16:06:58,8554116,832901,989,74868704,a,,Desktop,0
ID5vUB1qK,2017-01-13 09:15:34,2118863,958523,989,29916445,b,Firefox,Mobile,0
IDd7BpBZU,2017-01-13 09:36:41,3551857,70286,989,55358028,b,Edge,Tablet,0
ID0wmeorR,2017-01-11 16:04:29,3502651,823787,989,74868704,c,InternetExplorer,Desktop,1
IDbhJ0Lkz,2017-01-16 16:02:53,3072099,554583,989,55358028,b,Safari,Tablet,0
IDlzhEzfQ,2017-01-10 11:10:30,203610,726397,989,55358028,a,Firefox,,0
IDlgyKd4K,2017-01-16 12:20:17,3368742,338730,989,55358028,b,Firefox,Mobile,0
ID264KIxO,2017-01-17 05:32:11,4122478,916582,989,29916445,e,Mozilla Firefox,Desktop,0
IDMuxikrq,2017-01-11 11:07:44,3227510,242932,989,29916445,b,Mozilla,Desktop,0
IDf4vL48K,2017-01-10 18:50:54,2012120,6696,989,26391770,b,Chrome,Desktop,0
IDSgmKBb9,2017-01-11 19:50:05,,46741,989,74868704,a,Mozilla,Desktop,0
IDMili9y8,2017-01-18 12:48:13,,411014,989,83175152,e,Edge,Tablet,0
IDw6ItqIs,2017-01-20 16:22:13,1634736,77581,989,29624796,b,Edge,Tablet,0
ID2QpuquE,2017-01-17 17:35:29,1452430,717337,989,55358028,b,Edge,Tablet,0
IDhVczi5f,2017-01-17 05:35:09,3831913,797744,989,55358028,d,Firefox,Mobile,0
IDVOfYvQS,2017-01-19 06:36:23,9688010,367792,989,55358028,b,InternetExplorer,Desktop,0
IDFVbKNvb,2017-01-19 09:10:41,1646639,717819,989,7122654,a,IE,Mobile,0
IDVH5St2q,2017-01-17 13:05:50,6567034,298502,989,74868704,b,Edge,Tablet,0
IDTuz0o61,2017-01-19 11:39:48,2128622,635917,989,26391770,e,InternetExplorer,,1
IDNk4Jwj0,2017-01-12 10:38:33,1161720,901537,989,62689217,c,Mozilla,Desktop,0
IDOiLep9I,2017-01-13 17:29:18,3627337,279988,989,29916445,b,Mozilla Firefox,Desktop,0
IDBO1mzyM,2017-01-11 13:09:01,4448494,6696,989,26391770,b,Firefox,Mobile,0
IDEAZOFkc,2017-01-20 17:52:50,,380438,989,83175152,b,Chrome,Desktop,0
ID0axYGxx,2017-01-10 16:51:57,5826700,647339,989,51545768,e,Internet Explorer,Tablet,0
IDD8QyJJR,2017-01-17 08:07:26,9693957,647339,989,51545768,a,Edge,Tablet,0
IDfmKbNLL,2017-01-10 11:51:03,1452430,285050,989,55358028,b,Edge,,0
ID81toYos,2017-01-16 08:26:22,191438,495236,989,29916445,b,Google Chrome,Mobile,0
IDlqKR372,2017-01-16 16:15:47,9092465,554583,989,55358028,e,Edge,Tablet,0
IDznHfD6G,2017-01-10 18:33:48,1452430,555315,989,55358028,b,Mozilla,Desktop,0
IDjRSWPoc,2017-01-16 09:11:04,3549616,298637,989,58604466,b,Edge,Tablet,0
IDpVOrb3I,2017-01-17 17:29:03,1452430,928399,989,58604466,e,Edge,,0
ID0vmA31U,2017-01-14 14:59:19,4125082,914880,989,26391770,b,Mozilla Firefox,Desktop,0
IDg3EVvQD,2017-01-12 08:56:02,,100918,989,7122654,a,Firefox,Mobile,0
IDPyaQUfF,2017-01-11 09:00:03,7769773,421019,989,29916445,a,,,0
IDBTyrvk6,2017-01-14 14:49:41,8926999,866949,989,55358028,e,Mozilla Firefox,,0
IDFTQ3mwo,2017-01-17 12:30:41,9723764,851997,989,55358028,b,Edge,Tablet,0
IDCgnmYp7,2017-01-17 15:18:21,9161469,493964,989,26391770,a,Edge,,0
ID65tM4Tg,2017-01-15 08:12:58,326351,370965,989,20301556,a,Mozilla,Desktop,0
IDI0cTUy4,2017-01-16 09:59:48,8525045,998558,989,55358028,b,Edge,Tablet,0
IDGPKvSfX,2017-01-13 10:05:43,7067848,851997,989,55358028,b,Edge,Tablet,0
ID1s2ilMt,2017-01-10 18:59:32,,148431,989,55358028,b,Edge,Tablet,0
ID8KzWmmW,2017-01-14 16:00:22,540900,338730,989,55358028,b,Firefox,,0
IDJEtQURY,2017-01-18 16:45:11,1479597,797744,989,55358028,a,Edge,,0
IDsW7x9l9,2017-01-20 10:26:48,4568539,49776,989,74868704,c,Mozilla,Desktop,1
ID1RF3IGF,2017-01-17 11:41:17,4981594,665355,989,55358028,e,InternetExplorer,Desktop,0
ID6Gui9DY,2017-01-16 16:22:10,8040357,802184,989,83175152,a,InternetExplorer,Desktop,1
IDVZBpiT6,2017-01-14 16:49:25,1452430,449910,989,55358028,b,InternetExplorer,,0
IDdkd6SKS,2017-01-14 15:43:22,2508108,495236,989,29916445,a,Mozilla Firefox,Desktop,0
IDzdF9xe6,2017-01-14 14:46:56,1742128,347476,989,51545768,b,Edge,Tablet,0
IDiqwaXfB,2017-01-12 10:00:49,9057226,549422,989,20301556,a,Mozilla,Desktop,0
ID04zFMs4,2017-01-16 17:19:56,3792414,635917,989,26391770,b,Firefox,Mobile,0
IDPyUKB5e,2017-01-18 12:16:27,,229528,989,51545768,b,Edge,,0
IDnfDXnbW,2017-01-12 10:09:36,9057226,549422,989,20301556,b,,Mobile,0
IDXGtkzpo,2017-01-20 13:40:58,4471029,498959,989,91553313,b,Mozilla,Desktop,0
IDxOOqMY3,2017-01-15 12:51:48,,46741,989,74868704,c,Internet Explorer,Tablet,0
IDj8snT8R,2017-01-10 18:47:49,2459416,159750,989,43526789,e,InternetExplorer,Desktop,0
IDIEMPUYv,2017-01-16 10:50:19,3897992,687343,989,83175152,c,Firefox,Mobile,0
ID1rfQdOA,2017-01-20 16:22:17,8276751,159750,989,43526789,e,Internet Explorer,Tablet,0
IDs8tDt8m,2017-01-16 17:54:43,3729427,46741,989,74868704,d,Edge,Tablet,0
IDtc4m6pQ,2017-01-11 14:44:24,9449171,616541,989,55358028,b,Mozilla Firefox,Desktop,0
IDNfiYNUo,2017-01-11 18:56:08,7588293,952595,989,29916445,a,Firefox,Mobile,0
ID0lia0Vz,2017-01-11 13:14:21,1230944,79400,989,20301556,b,Mozilla Firefox,Desktop,0
IDRO0eFpW,2017-01-11 13:14:21,1230944,103063,989,20301556,b,Firefox,,0
IDLFosQ2y,2017-01-10 17:50:13,1452430,647339,989,51545768,b,Firefox,Mobile,0
IDbLpg7l4,2017-01-17 09:56:18,3901908,552800,989,7122654,c,Google Chrome,Mobile,1
IDArkYV2g,2017-01-17 16:19:46,2336474,279102,989,16340250,f,,Mobile,0
ID3KyTo0O,2017-01-18 12:48:13,4869880,347476,989,51545768,b,Chrome,Desktop,0
IDTgRXE5j,2017-01-16 14:49:02,,6696,989,26391770,e,InternetExplorer,Desktop,1
IDGo1lxaU,2017-01-20 13:47:05,,152672,989,35888759,f,Firefox,Mobile,0
IDApBHXLF,2017-01-17 04:53:39,9185681,113657,989,7122654,a,IE,Mobile,0
IDLL4EJaN,2017-01-17 10:27:17,1335996,755074,989,83175152,f,Edge,Tablet,0
IDkWDP8PP,2017-01-20 13:28:30,4471029,683818,989,58604466,a,Edge,Tablet,0
IDYlcV5eS,2017-01-15 12:56:35,1452430,569943,989,91553313,e,InternetExplorer,,0
IDyY6sYLc,2017-01-15 09:21:52,8093770,338730,989,55358028,b,Edge,,0
IDcmwFKag,2017-01-18 12:20:31,3696590,606889,989,26391770,b,Edge,Tablet,0
IDHUS7ZYC,2017-01-13 10:35:16,,901537,989,62689217,b,Google Chrome,Mobile,0
ID3oZPR0I,2017-01-10 18:16:51,1452430,984221,989,74868704,e,Mozilla,Desktop,0
IDKMgP6pn,2017-01-14 08:53:56,449562,280443,989,20301556,b,,,0
IDIAvh1cV,2017-01-20 13:40:58,4471029,984221,989,74868704,a,Firefox,Mobile,0
IDvNnn67Z,2017-01-15 17:56:53,8482965,338730,989,55358028,c,Google Chrome,Mobile,0
IDn3G2Wyu,2017-01-14 02:30:25,2922415,148431,989,55358028,a,Edge,Tablet,0
ID6Yfz3OJ,2017-01-10 18:14:28,1452430,569943,989,91553313,e,Edge,Tablet,0
IDELc6cAY,2017-01-17 11:18:44,8137270,229528,989,51545768,a,Firefox,Mobile,0
IDggh0Cmm,2017-01-15 10:21:22,,378565,989,29916445,b,Chrome,Desktop,0
IDzobss2P,2017-01-10 04:14:16,6357099,851997,989,55358028,b,Mozilla Firefox,Desktop,0
IDLOtZlX8,2017-01-17 13:35:44,8954789,802184,989,83175152,d,Edge,Tablet,0
ID85sOCDV,2017-01-13 16:53:42,5261615,279102,989,16340250,b,Mozilla,Desktop,0
IDnN6fAGw,2017-01-16 10:38:36,4695300,704953,989,58604466,b,Mozilla Firefox,Desktop,0
ID47aC1y7,2017-01-14 12:37:05,3171667,695374,989,29916445,f,,Tablet,0
IDt1sPt6p,2017-01-15 14:23:31,9029388,381283,989,98752616,a,Edge,Tablet,0
IDhVaxytg,2017-01-12 12:55:39,9715080,753802,989,74868704,b,InternetExplorer,Desktop,0
IDnZUbqPX,2017-01-14 11:01:49,450092,647339,989,51545768,b,Google Chrome,Mobile,0
IDLuN8555,2017-01-13 06:59:18,7256754,889108,989,29916445,a,Edge,Tablet,0
ID0zaeuK1,2017-01-11 14:31:41,,697814,989,20301556,b,Edge,Tablet,0
IDstkNK8r,2017-01-10 17:12:11,1407830,370965,989,20301556,a,Edge,Tablet,0
ID9iUTLli,2017-01-14 13:49:48,5431039,6696,989,26391770,f,Opera,Mobile,0
IDBLzsGHy,2017-01-13 16:49:25,3551857,548668,989,29916445,b,Internet Explorer,Tablet,0
IDzaKwGZY,2017-01-20 11:30:21,2404285,928399,989,58604466,e,Google Chrome,,1
IDPdDTdtB,2017-01-20 16:27:22,7342511,865131,989,55358028,e,Firefox,Mobile,0
ID2CgWTVf,2017-01-20 11:20:18,8374821,335585,989,47079934,b,Edge,Tablet,0
IDlIGGzr5,2017-01-20 14:33:54,4229080,429793,989,31463671,d,Mozilla Firefox,Desktop,0
ID9TYJqF7,2017-01-17 08:01:18,,719377,989,64322853,b,Firefox,Mobile,0
ID78Qbnu3,2017-01-17 15:14:09,1584814,382544,989,29916445,a,Firefox,,0
IDMb125D0,2017-01-10 17:12:11,1407830,306833,989,20301556,b,Google Chrome,Mobile,0
ID3W0g4eQ,2017-01-13 16:49:25,3551857,925476,989,26391770,b,Firefox,Mobile,0
IDVudH09M,2017-01-14 15:40:28,7643709,100918,989,7122654,b,Mozilla,Desktop,0
IDH6Pwhtj,2017-01-13 10:06:28,7067848,242932,989,29916445,b,Safari,Tablet,0
IDxtq7Llx,2017-01-12 09:41:57,8084323,530698,989,55358028,a,Firefox,Mobile,0
IDhW4YesW,2017-01-19 16:24:04,2685911,347832,989,64322853,f,Firefox,Mobile,0
IDvvfGYcw,2017-01-14 10:36:42,1814725,679124,989,55358028,b,Edge,Tablet,0
ID21fbBWf,2017-01-10 17:12:11,1407830,806526,989,54794527,a,Internet Explorer,Tablet,0
IDIRStsiI,2017-01-13 10:06:28,7067848,32470,989,29916445,a,Edge,Tablet,0
IDvM9ZpT4,2017-01-17 11:24:55,8137270,498959,989,91553313,c,InternetExplorer,Desktop,0
IDYsb0cWU,2017-01-12 14:22:26,8597574,389025,989,29916445,e,InternetExplorer,Desktop,1
IDe8yvQMU,2017-01-10 18:15:34,1452430,980755,989,55358028,b,Firefox,Mobile,0
IDvI7XbuX,2017-01-14 11:14:35,2541983,160996,989,55358028,b,Firefox,Mobile,0
IDIyRTxht,2017-01-20 08:24:46,4138064,298637,989,58604466,b,Firefox,Mobile,0
IDJx1qCE7,2017-01-20 13:43:21,4471029,704953,989,58604466,a,Edge,Tablet,0
IDcNtWGvv,2017-01-15 14:46:27,4351793,796177,989,55358028,a,Mozilla Firefox,Desktop,0
ID7u8vLeY,2017-01-14 09:17:58,,554583,989,55358028,b,Edge,Tablet,0
IDpLqf5hH,2017-01-12 10:04:46,9057226,79400,989,20301556,c,Firefox,Mobile,0
ID8MLbjM5,2017-01-10 17:48:05,1452430,240308,989,55358028,e,Firefox,Mobile,0
IDWl7KvQA,2017-01-11 19:52:05,5338817,266565,989,29916445,b,Firefox,Mobile,0
ID9fyfrNa,2017-01-15 12:41:26,7572869,832901,989,74868704,b,Firefox,Mobile,0
IDG42Lw9a,2017-01-18 12:20:31,3696590,979261,989,29624796,e,Mozilla Firefox,Desktop,0
IDbPo7sBs,2017-01-14 11:03:04,9682132,573155,989,7122654,a,Chrome,,0
IDbQw5pMs,2017-01-14 16:52:29,347233,258253,989,55358028,b,Firefox,,0
IDYRgRW96,2017-01-17 08:01:18,,263315,989,64322853,a,Firefox,Mobile,0
IDAKYBmfj,2017-01-16 19:27:09,5414689,957974,989,54794527,a,Edge,Tablet,0
ID0mNQHFR,2017-01-20 11:41:11,5260980,876644,989,29624796,a,Edge,Tablet,0
IDJfUeerM,2017-01-13 10:38:17,1830711,833926,989,29916445,f,Mozilla,Desktop,0
ID90Rzru5,2017-01-13 11:08:58,6097817,338730,989,55358028,a,Edge,Tablet,0
IDNGrV36T,2017-01-17 11:26:16,,665355,989,55358028,b,Firefox,Mobile,0
IDB8xQI7O,2017-01-10 18:33:42,1452430,565827,989,55358028,b,Mozilla,Desktop,0
IDaNRnboH,2017-01-16 17:53:55,8258342,569943,989,91553313,a,Mozilla,Desktop,0
IDGDpmFJs,2017-01-14 16:50:36,1452430,555315,989,55358028,e,Mozilla Firefox,Desktop,0
IDKORtn4Y,2017-01-17 10:53:39,1335996,609796,989,29916445,b,Google Chrome,Mobile,0
IDQdY8HT7,2017-01-13 12:23:15,3474473,103063,989,20301556,a,Google Chrome,Mobile,0
ID7W5Ib87,2017-01-17 14:12:15,3584024,49776,989,74868704,b,,Mobile,0
